GO_ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Direction,GO_Description,GO_Category,Ontology,Dataset
GO:0031047,GO:0031047,20/247,287/100553,0.06968641114982578,28.369140487240617,23.04122896795383,4.910363163110426e-23,6.33436848041245e-21,3.721538397304744e-21,TraesCS1D03G1045600.1/TraesCS3B03G1112800.3/TraesCS3B03G1112800.1/TraesCS3B03G1112800.2/TraesCS5B03G0320200.3/TraesCS5B03G0320200.5/TraesCS5B03G0320200.4/TraesCS5B03G0320200.1/TraesCS5B03G0320200.6/TraesCS5B03G0320200.2/TraesCS1D03G0387200.6/TraesCS1D03G0387200.8/TraesCS1D03G0387200.5/TraesCS1D03G0387200.9/TraesCS1D03G0387200.7/TraesCS1D03G0387200.3/TraesCS1D03G0387200.2/TraesCS1D03G0387200.1/TraesCS1D03G0387200.4/TraesCS5D03G1140400.1,20,Up,regulatory ncRNA-mediated gene silencing,biological_process,BP,3KO_vs_SN15
GO:0048511,GO:0048511,7/247,41/100553,0.17073170731707318,69.50439419373951,21.771170467815388,1.0373514798774474e-11,6.690917045209536e-10,3.9310161342724327e-10,TraesCS2D03G0156800.5/TraesCS2D03G0156800.2/TraesCS2D03G0156800.6/TraesCS2D03G0156800.1/TraesCS2D03G0156800.4/TraesCS2D03G0156800.7/TraesCS2D03G0156800.3,7,Up,rhythmic process,biological_process,BP,3KO_vs_SN15
GO:0000160,GO:0000160,12/247,351/100553,0.03418803418803419,13.917851828783004,12.030565425269609,1.0691182362902038e-10,4.597208416047876e-9,2.700930281154199e-9,TraesCS2A03G0159800.2/TraesCS2A03G0159800.1/TraesCS2A03G0159800.5/TraesCS2A03G0159800.4/TraesCS2A03G0159800.3/TraesCS2D03G0156800.5/TraesCS2D03G0156800.2/TraesCS2D03G0156800.6/TraesCS2D03G0156800.1/TraesCS2D03G0156800.4/TraesCS2D03G0156800.7/TraesCS2D03G0156800.3,12,Up,phosphorelay signal transduction system,biological_process,BP,3KO_vs_SN15
GO:0009522,GO:0009522,7/247,153/100553,0.0457516339869281,18.625360535577254,10.8267284884747,1.2375447014566555e-7,3.991081662197714e-6,2.344821539602084e-6,TraesCS1B03G1053200.1/TraesCS5B03G1135300.1/TraesCS5D03G1027800.1/TraesCS6A03G0215300.1/TraesCS6A03G0216400.1/TraesCS6A03G0216800.1/TraesCS7A03G0464000.1,7,Up,photosystem I,cellular_component,CC,3KO_vs_SN15
GO:0009439,GO:0009439,3/247,7/100553,0.42857142857142855,174.47021399652976,22.77570938261823,5.087800366013834e-7,1.3126524944315694e-5,7.712034239010444e-6,TraesCS4A03G0013100.1/TraesCS4B03G0780600.1/TraesCS4D03G0700800.1,3,Up,cyanate metabolic process,biological_process,BP,3KO_vs_SN15
GO:0008409,GO:0008409,3/247,16/100553,0.1875,76.33071862348179,14.953729421888896,8.008226495497539e-6,1.4758017398845463e-4,8.670561017681546e-5,TraesCS4D03G0566300.3/TraesCS4D03G0566300.1/TraesCS4D03G0566300.2,3,Up,5'-3' exonuclease activity,molecular_function,MF,3KO_vs_SN15
GO:0010267,GO:0010267,3/247,16/100553,0.1875,76.33071862348179,14.953729421888896,8.008226495497539e-6,1.4758017398845463e-4,8.670561017681546e-5,TraesCS3B03G1112800.3/TraesCS3B03G1112800.1/TraesCS3B03G1112800.2,3,Up,ta-siRNA processing,biological_process,BP,3KO_vs_SN15
GO:0009523,GO:0009523,8/247,418/100553,0.019138755980861243,7.791333320419193,6.904474235314319,1.0770954728846452e-5,1.7368164500264905e-4,1.020406237469664e-4,TraesCS1B03G1053200.1/TraesCS5A03G0926200.1/TraesCS5B03G1135300.1/TraesCS5D03G1027800.1/TraesCS6A03G0215300.1/TraesCS6A03G0216400.1/TraesCS6A03G0216800.1/TraesCS7A03G0464000.1,8,Up,photosystem II,cellular_component,CC,3KO_vs_SN15
GO:0009409,GO:0009409,5/247,125/100553,0.04,16.283886639676112,8.484803417135783,1.583954353417469e-5,2.270334573231706e-4,1.333856297614711e-4,TraesCS4A03G1010500.3/TraesCS4A03G1010500.5/TraesCS4A03G1010500.2/TraesCS4A03G1010500.1/TraesCS4A03G1010500.4,5,Up,response to cold,biological_process,BP,3KO_vs_SN15
GO:0070652,GO:0070652,3/247,38/100553,0.07894736842105263,32.13924994672917,9.527191275444121,1.1591156439395445e-4,0.0014952591806820124,8.784876459331284e-4,TraesCS5B03G0280300.2/TraesCS5B03G0280300.1/TraesCS5B03G0280300.3,3,Up,HAUS complex,cellular_component,CC,3KO_vs_SN15
GO:0016891,GO:0016891,3/247,40/100553,0.075,30.53228744939271,9.270354502790015,1.3526060215242097e-4,0.0015862379706965731,9.319390770310344e-4,TraesCS3B03G1112800.3/TraesCS3B03G1112800.1/TraesCS3B03G1112800.2,3,Up,"RNA endonuclease activity, producing 5'-phosphomonoesters",molecular_function,MF,3KO_vs_SN15
GO:0009579,GO:0009579,7/247,461/100553,0.015184381778741865,6.181518789464901,5.533351175325128,1.6172928567064734e-4,0.0017385898209594589,0.001021448120025141,TraesCS1B03G1053200.1/TraesCS5B03G1135300.1/TraesCS5D03G1027800.1/TraesCS6A03G0215300.1/TraesCS6A03G0216400.1/TraesCS6A03G0216800.1/TraesCS7A03G0464000.1,7,Up,thylakoid,cellular_component,CC,3KO_vs_SN15
GO:0019953,GO:0019953,4/247,121/100553,0.03305785123966942,13.457757553451334,6.8041970350046785,2.409375842248909e-4,0.002295688115184756,0.0013487518914182164,TraesCS1A03G0559000.1/TraesCS1B03G0651600.1/TraesCS1D03G0538400.1/TraesCS3D03G1048300.1,4,Up,sexual reproduction,biological_process,BP,3KO_vs_SN15
GO:0051225,GO:0051225,3/247,50/100553,0.06,24.425829959514168,8.221874686272175,2.635098283604629e-4,0.002295688115184756,0.0013487518914182164,TraesCS5B03G0280300.2/TraesCS5B03G0280300.1/TraesCS5B03G0280300.3,3,Up,spindle assembly,biological_process,BP,3KO_vs_SN15
GO:0031119,GO:0031119,2/247,10/100553,0.2,81.41943319838057,12.620177561381267,2.6694047850985534e-4,0.002295688115184756,0.0013487518914182164,TraesCS2D03G0915600.2/TraesCS2D03G0915600.3,2,Up,tRNA pseudouridine synthesis,biological_process,BP,3KO_vs_SN15
GO:0043169,GO:0043169,5/247,250/100553,0.02,8.141943319838056,5.6106066154079715,4.1172991132788946e-4,0.003262922373065028,0.0019170168164886333,TraesCS5D03G1042800.1/TraesCS5D03G1042800.4/TraesCS5D03G1042800.3/TraesCS5D03G1042800.5/TraesCS5D03G1042800.2,5,Up,cation binding,molecular_function,MF,3KO_vs_SN15
GO:0004525,GO:0004525,3/247,59/100553,0.05084745762711865,20.699855897893364,7.511027740441586,4.2999752203182537e-4,0.003262922373065028,0.0019170168164886333,TraesCS3B03G1112800.3/TraesCS3B03G1112800.1/TraesCS3B03G1112800.2,3,Up,ribonuclease III activity,molecular_function,MF,3KO_vs_SN15
GO:0005788,GO:0005788,3/247,61/100553,0.04918032786885246,20.021172097962435,7.374232477104462,4.7432085977462874e-4,0.003399299495051506,0.001997140462208963,TraesCS2A03G1256000.2/TraesCS2A03G1256000.1/TraesCS2A03G1256000.3,3,Up,endoplasmic reticulum lumen,cellular_component,CC,3KO_vs_SN15
GO:0006487,GO:0006487,2/247,14/100553,0.14285714285714285,58.156737998843255,10.61315604275396,5.363205596934614e-4,0.0036413343263398167,0.0021393396286941394,TraesCS3D03G0906400.1/TraesCS3D03G0906400.2,2,Up,protein N-linked glycosylation,biological_process,BP,3KO_vs_SN15
GO:0015293,GO:0015293,5/247,279/100553,0.017921146953405017,7.295648136055606,5.22551088090429,6.757978180973398e-4,0.004358895926727842,0.0025609180475267613,TraesCS3A03G0952500.1/TraesCS3D03G0886700.1/TraesCS4B03G0955900.1/TraesCS4B03G0955900.2/TraesCS6A03G0720700.1,5,Up,symporter activity,molecular_function,MF,3KO_vs_SN15
GO:0000467,GO:0000467,2/247,20/100553,0.1,40.70971659919029,8.813285549226649,0.0011089514286763095,0.006812130204725902,0.004002230720034801,TraesCS2B03G0600400.2/TraesCS2B03G0600400.1,2,Up,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,BP,3KO_vs_SN15
GO:0008381,GO:0008381,2/247,26/100553,0.07692307692307693,31.315166614761758,7.671594685621392,0.0018785517806196171,0.011015144531815027,0.006471565942804423,TraesCS3D03G0430600.1/TraesCS3D03G0430600.2,2,Up,mechanosensitive monoatomic ion channel activity,molecular_function,MF,3KO_vs_SN15
GO:0008250,GO:0008250,2/247,29/100553,0.06896551724137931,28.07566662013123,7.2364181376987995,0.0023353832994782507,0.013098454157943232,0.0076955422225370275,TraesCS3D03G0906400.1/TraesCS3D03G0906400.2,2,Up,oligosaccharyltransferase complex,cellular_component,CC,3KO_vs_SN15
GO:0035672,GO:0035672,3/247,117/100553,0.02564102564102564,10.438388871587252,5.069048784445287,0.003098968185056814,0.016517134587194192,0.00970406928011409,TraesCS2D03G0882600.3/TraesCS2D03G0882600.2/TraesCS2D03G0882600.1,3,Up,oligopeptide transmembrane transport,biological_process,BP,3KO_vs_SN15
GO:0010287,GO:0010287,2/247,34/100553,0.058823529411764705,23.946892117170755,6.640788211607167,0.003200995075037634,0.016517134587194192,0.00970406928011409,TraesCS7D03G1162000.2/TraesCS7D03G1162000.1,2,Up,plastoglobule,cellular_component,CC,3KO_vs_SN15
GO:0000175,GO:0000175,2/247,41/100553,0.04878048780487805,19.85839834106843,5.993329477116797,0.004626237143063337,0.022103133016858168,0.012985928822633929,TraesCS2B03G0600400.2/TraesCS2B03G0600400.1,2,Up,3'-5'-RNA exonuclease activity,molecular_function,MF,3KO_vs_SN15
GO:0031123,GO:0031123,2/247,41/100553,0.04878048780487805,19.85839834106843,5.993329477116797,0.004626237143063337,0.022103133016858168,0.012985928822633929,TraesCS6D03G0393300.2/TraesCS6D03G0393300.1,2,Up,RNA 3'-end processing,biological_process,BP,3KO_vs_SN15
GO:0015385,GO:0015385,2/247,43/100553,0.046511627906976744,18.934751906600134,5.837210324628701,0.005078094000351063,0.023395504501617394,0.013745216843055508,TraesCS7A03G0963000.2/TraesCS7A03G0963000.1,2,Up,sodium:proton antiporter activity,molecular_function,MF,3KO_vs_SN15
GO:0006869,GO:0006869,4/247,282/100553,0.014184397163120567,5.774427886409969,3.9841767466420257,0.0053820414613747255,0.023784166881933265,0.013973561937977929,TraesCS3B03G0051200.1/TraesCS3B03G0142600.1/TraesCS3B03G0142100.1/TraesCS3B03G0141900.1,4,Up,lipid transport,biological_process,BP,3KO_vs_SN15
GO:0035673,GO:0035673,3/247,144/100553,0.020833333333333332,8.481190958164643,4.458061369612161,0.005531201600449597,0.023784166881933265,0.013973561937977929,TraesCS2D03G0882600.3/TraesCS2D03G0882600.2/TraesCS2D03G0882600.1,3,Up,oligopeptide transmembrane transporter activity,molecular_function,MF,3KO_vs_SN15
GO:1990817,GO:1990817,2/247,50/100553,0.04,16.283886639676112,5.364258209326327,0.006811610650335094,0.02834508948042668,0.016653173746150315,TraesCS6D03G0393300.2/TraesCS6D03G0393300.1,2,Up,poly(A) RNA polymerase activity,molecular_function,MF,3KO_vs_SN15
GO:0030422,GO:0030422,1/247,3/100553,0.3333333333333333,135.69905533063428,11.577492733774765,0.007351233870025009,0.029634661538538318,0.01741081706058555,TraesCS3B03G1112800.3,1,Up,siRNA processing,biological_process,BP,3KO_vs_SN15
GO:0004721,GO:0004721,5/247,496/100553,0.010080645161290322,4.103802076531278,3.4386778897058017,0.007957569690208416,0.03110686333445108,0.018275758140191577,TraesCS5D03G1042800.1/TraesCS5D03G1042800.4/TraesCS5D03G1042800.3/TraesCS5D03G1042800.5/TraesCS5D03G1042800.2,5,Up,phosphoprotein phosphatase activity,molecular_function,MF,3KO_vs_SN15
GO:0031332,GO:0031332,1/247,4/100553,0.25,101.77429149797571,10.001640693101637,0.00978966495141853,0.03714314055097031,0.0218221633591992,TraesCS5D03G1140400.1,1,Up,RNAi effector complex,cellular_component,CC,3KO_vs_SN15
GO:0009744,GO:0009744,2/247,62/100553,0.03225806451612903,13.13216664490009,4.741884866780828,0.010313892320169207,0.0380140602657665,0.022333842016607004,TraesCS3A03G0872300.1/TraesCS7A03G0355000.1,2,Up,response to sucrose,biological_process,BP,3KO_vs_SN15
GO:0019905,GO:0019905,1/247,5/100553,0.2,81.41943319838057,8.923591251243492,0.012222130244529006,0.043795966709562276,0.025730800514797907,TraesCS2B03G1219300.1,1,Up,syntaxin binding,molecular_function,MF,3KO_vs_SN15
GO:0009982,GO:0009982,2/247,73/100553,0.0273972602739726,11.15334701347679,4.306368832018196,0.014082838787880834,0.04845320802252313,0.02846700104138446,TraesCS2D03G0915600.2/TraesCS2D03G0915600.3,2,Up,pseudouridine synthase activity,molecular_function,MF,3KO_vs_SN15
GO:0004399,GO:0004399,1/247,6/100553,0.16666666666666666,67.84952766531714,8.125868443739382,0.014648644285879087,0.04845320802252313,0.02846700104138446,TraesCS2A03G0729900.1,1,Up,histidinol dehydrogenase activity,molecular_function,MF,3KO_vs_SN15
GO:0005483,GO:0005483,1/247,6/100553,0.16666666666666666,67.84952766531714,8.125868443739382,0.014648644285879087,0.04845320802252313,0.02846700104138446,TraesCS2B03G1219300.1,1,Up,soluble NSF attachment protein activity,molecular_function,MF,3KO_vs_SN15
GO:0006611,GO:0006611,13/410,50/100553,0.26,63.765317073170735,28.404830542730465,2.2027140216906085e-20,4.295292342296687e-18,2.6432568260287304e-18,TraesCS3A03G0509000.4/TraesCS3A03G0509000.5/TraesCS3A03G0509000.13/TraesCS3A03G0509000.11/TraesCS3A03G0509000.7/TraesCS3A03G0509000.10/TraesCS3A03G0509000.9/TraesCS3A03G0509000.6/TraesCS3A03G0509000.2/TraesCS3A03G0509000.8/TraesCS3A03G0509000.3/TraesCS3A03G0509000.12/TraesCS3A03G0509000.1,13,Down,protein export from nucleus,biological_process,BP,3KO_vs_SN15
